index,cpd_id,action,variable,value,note,comment,reference,phase,date
1097,m02654,add,kegg_alt,C03450,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1098,m02654,add,kegg_alt,C05598,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1099,m02667,add,kegg_alt,C05663,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1100,m02677,add,kegg_alt,C05272,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1101,m02716,add,kegg_alt,C04758,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1102,m02745,add,kegg_alt,C08322,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1103,m02760,add,kegg_alt,C06392,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1104,m02766,add,kegg_alt,C16535,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1105,m02793,add,kegg_alt,C02314,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1106,m02793,add,kegg_alt,C04741,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1107,m02824,add,kegg_alt,C09070,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1108,m02826,add,kegg_alt,C09070,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1109,m02852,add,kegg_alt,C11304,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1110,m02852,add,kegg_alt,C11367,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1111,m02859,add,kegg_alt,C11304,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1112,m02859,add,kegg_alt,C11367,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1113,m02876,add,kegg_alt,C14433,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1114,m02916,add,kegg_alt,C16022,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1115,m02920,add,kegg_alt,C10172,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1116,m02953,add,kegg_alt,C01164,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1117,m02966,add,kegg_alt,C16868,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1118,m03002,add,kegg_alt,C16173,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1119,m03003,add,kegg_alt,C16167,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1120,m03003,add,kegg_alt,C16172,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1121,m03005,add,kegg_alt,C16164,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1122,m03006,add,kegg_alt,C16170,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1123,m03007,add,kegg_alt,C03595,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1124,m03010,add,kegg_alt,C03035,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1125,m03010,add,kegg_alt,C16162,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1126,m03011,add,kegg_alt,C16645,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1127,m03017,add,kegg_alt,C03595,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1128,m03024,add,kegg_alt,C02050,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1129,m03026,add,kegg_alt,C06089,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1130,m03028,add,kegg_alt,C16168,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1131,m03028,add,kegg_alt,C16387,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1132,m03034,add,kegg_alt,C02249,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1133,m03035,add,kegg_alt,C05275,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1134,m03035,add,kegg_alt,C14422,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1135,m03092,add,kegg_alt,C06131,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
1136,m90004,replace,cpd_name,reduced acceptor,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1137,m90136,replace,cpd_name,acceptor,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1138,m90137,replace,cpd_name,(R)-3-hydroxyacyl-CoA,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1139,m90138,replace,cpd_name,"D-arabinono-1,4-lactone",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1140,m90140,replace,cpd_name,3-dehydroshikimate,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1141,m90141,replace,cpd_name,"2,4-dichlorophenol",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1142,m90142,replace,cpd_name,benzaldehyde,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1143,m90143,replace,cpd_name,bromochloromethane,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1144,m90145,replace,cpd_name,"beta-D-galactosyl-(1,4)-beta-N-acetyl-D-glucosaminyl-R",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1145,m90146,replace,cpd_name,aminoacetaldehyde,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1146,m90147,replace,cpd_name,"dehydro-D-arabinono-1,4-lactone",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1147,m90148,replace,cpd_name,1-dodecanol,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1148,m90149,replace,cpd_name,"2,4-dichlorophenoxyacetate",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1149,m90150,replace,cpd_name,dodecyl sulfate,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1150,m90151,replace,cpd_name,hypophosphite,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1151,m90152,replace,cpd_name,L-Hexulonolactone,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1152,m90153,replace,cpd_name,phosphite,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1153,m90154,replace,cpd_name,3-dehydroquinate,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1154,m90155,replace,cpd_name,sulfonate,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1155,m90156,replace,cpd_name,glyoxylate,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1156,m90157,replace,cpd_name,3-oxoacyl-CoA,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1157,m90158,replace,cpd_name,"5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1158,m90159,replace,cpd_name,F420-0,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1159,m90160,replace,cpd_name,F420-1,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1160,m90161,replace,cpd_name,"2,3-dehydroacyl-CoA",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1161,m90163,replace,cpd_name,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1162,m90164,replace,cpd_name,5alpha-Pregnan-20alpha-ol-3-one,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1163,m90165,replace,cpd_name,"17alpha,20alpha-Dihydroxypregn-4-en-3-one",,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1164,m90152,replace,kegg_id,C03289,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1165,m90152,replace,kegg_id,C03289,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1166,m90163,replace,kegg_id,C12248,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1167,m90164,replace,kegg_id,C18041,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1168,m90164,replace,kegg_id,C18041,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1169,m90165,replace,kegg_id,C04518,,assigned annotations to new metabolites added as a result of adding new reactions,,adding new reactions from KEGG,2/11/15
1170,m00661,replace,kegg_id,C00349,2-Methyl-3-oxopropanoate,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1171,m00762,add,kegg_alt,G00157,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1172,m00762,replace,kegg_id,C04903,3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1173,m01142,add,kegg_alt,G12396,6-(alpha-D-glucosaminyl)-1D-myo-inositol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1174,m01142,replace,kegg_id,C15658,6-(alpha-D-Glucosaminyl)-1D-myo-inositol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1175,m01323,add,kegg_alt,G00004,(GlcNAc)2 (Man)2 (PP-Dol)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1176,m01323,replace,kegg_id,C05861,alpha-D-Mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1177,m01390,add,kegg_alt,G00003,(GlcNAc)2 (Man)1 (PP-Dol)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1178,m01390,replace,kegg_id,C05860,beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1179,m01608,add,kegg_alt,G00028,(GalNAc)1 (GlcNAc)1 (Ser/Thr)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1180,m01608,replace,kegg_id,C01306,Core 3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1181,m01609,add,kegg_alt,G00029,(GalNAc)1 (GlcNAc)2 (Ser/Thr)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1182,m01609,replace,kegg_id,C04917,Core 4,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1183,m01731,add,kegg_alt,G10618,Dolichyl D-glucosyl phosphate,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1184,m01731,replace,kegg_id,C01246,Dolichyl beta-D-glucosyl phosphate,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1185,m01733,add,kegg_alt,G10622,Dolichyl phosphate,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1186,m01733,replace,kegg_id,C00110,Dolichyl phosphate,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1187,m01734,add,kegg_alt,G10617,Dolichyl phosphate D-mannose,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1188,m01734,replace,kegg_id,C03862,Dolichyl phosphate D-mannose,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1189,m01866,add,kegg_alt,G00006,(GlcNAc)2 (Man)5 (PP-Dol)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1190,m01866,replace,kegg_id,C05864,(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1191,m01904,add,kegg_alt,G00124,GA1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1192,m01904,replace,kegg_id,C06136,GA1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1193,m01905,add,kegg_alt,G00123,GA2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1194,m01905,replace,kegg_id,C06135,GA2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1195,m01906,add,kegg_alt,G00156,(Gal)2 (Xyl)1 (Ser)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1196,m01906,replace,kegg_id,C04825,3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1197,m01941,add,kegg_alt,G00111,GD1a,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1198,m01941,replace,kegg_id,C04927,GD1a,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1199,m01943,add,kegg_alt,G00115,GD1b,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1200,m01943,replace,kegg_id,C06141,GD1b,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1201,m01946,add,kegg_alt,G00114,GD2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1202,m01946,replace,kegg_id,C06134,GD2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1203,m01947,add,kegg_alt,G00113,GD3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1204,m01947,replace,kegg_id,C06133,GD3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1205,m01960,add,kegg_alt,G00093,Globotriaosylceramide,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1206,m01960,replace,kegg_id,C04737,alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1207,m02008,add,kegg_alt,G00110,GM1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1208,m02008,replace,kegg_id,C04911,GM1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1209,m02011,add,kegg_alt,G00109,GM2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1210,m02011,replace,kegg_id,C04884,GM2,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1211,m02015,add,kegg_alt,G00108,GM3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1212,m02015,replace,kegg_id,C04730,GM3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1213,m03160,add,kegg_alt,G00317,GM4,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1214,m03160,replace,kegg_id,C06128,GM4,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1215,m02023,add,kegg_alt,G00117,GQ1b,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1216,m02023,replace,kegg_id,C06139,GQ1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1217,m02028,add,kegg_alt,G00112,GT1a,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1218,m02028,replace,kegg_id,C06138,GT1a,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1219,m02030,add,kegg_alt,G00116,GT1b,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1220,m02030,replace,kegg_id,C06140,GT1b,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1221,m02033,add,kegg_alt,G00118,GT3,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1222,m02033,replace,kegg_id,C06299,NeuAc-alpha2->8NeuAc-alpha2->8NeuAc2->3LacCer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1223,m02195,add,kegg_alt,G00044,IV2Fuc-Lc4Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1224,m02195,replace,kegg_id,C06131,Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1'Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1225,m02197,add,kegg_alt,G00095,"Forssman antigen, IV3GalNAca-Gb4Cer",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1226,m02197,replace,kegg_id,C04925,"N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1227,m02346,add,kegg_alt,G00036,Lc3Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1228,m02346,replace,kegg_id,C04845,N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1229,m02347,add,kegg_alt,G00037,Lc4Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1230,m02347,replace,kegg_id,C04910,Lc4Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1231,m02498,add,kegg_alt,G00002,"N,N'-Chitobiosyldiphosphodolichol",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1232,m02498,replace,kegg_id,C04537,"N,N'-Diacetylchitobiosyldiphosphodolichol",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1233,m02522,add,kegg_alt,G00001,N-Acetyl-D-glucosaminyldiphosphodolichol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1234,m02522,replace,kegg_id,C04500,N-Acetyl-D-glucosaminyldiphosphodolichol,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1235,m02593,add,kegg_alt,G00066,nLc5Cer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1236,m02593,replace,kegg_id,C04938,"N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1237,m02683,add,kegg_alt,G00050,Paragloboside,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1238,m02683,replace,kegg_id,C04922,beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1239,m02904,add,kegg_alt,G00062,Sialyl-3-paragloboside,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1240,m02904,replace,kegg_id,C04936,"alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1241,m02906,add,kegg_alt,G00026,(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1242,m02906,replace,kegg_id,C04901,"alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1243,m02960,add,kegg_alt,G00024,T antigen,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1244,m02960,replace,kegg_id,C04750,"beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R",changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1245,m03091,add,kegg_alt,G00039,Type IB glycolipid,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1246,m03091,replace,kegg_id,C06130,Gal-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1247,m03093,add,kegg_alt,G00054,(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1248,m03093,replace,kegg_id,C06132,Type A glycolipid,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1249,m03103,replace,kegg_id,C00399,Ubiquinone,updated annotations on the go,,adding new reactions from KEGG,2/18/15
1250,m03156,add,kegg_alt,G00154,(Xyl)1 (Ser)1,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1251,m03156,replace,kegg_id,C02399,D-Xylosylprotein,changed equivalent glycan to kegg_alt if cpd exists,,adding new reactions from KEGG,2/18/15
1252,m90162,replace,cpd_name,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,,updated annotations on the go,,adding new reactions from KEGG,2/18/15
1253,m00173,add,kegg_alt,C03561,,updated annotations on the go,,adding new reactions from KEGG,2/18/15
1254,m00002,replace,kegg_id,C06306,,updated annotations on the go,,adding new reactions from KEGG,2/18/15
1255,m90163,add,chebi_id,CHEBI:58639,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1256,m90172,add,chebi_id,CHEBI:52022,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1257,m90173,replace,cpd_alt,glyco-gamma-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1258,m01656,replace,cpd_composition,C20H33O(C5H8)n,C1080H1748O10,,,formulating biomass components and curating bile acid metabolism,6/10/15
1259,m90166,replace,cpd_composition,C24H40O5,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1260,m90167,replace,cpd_composition,C24H40O5,composition not mass balanced,,,formulating biomass components and curating bile acid metabolism,6/10/15
1261,m90168,replace,cpd_composition,C24H40O5,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1262,m90170,replace,cpd_composition,C26H45NO7S,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1263,m90178,replace,cpd_composition,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1264,m90179,replace,cpd_composition,C26H45NO7S,C26H45NO7S - C24H40O5 = C2H5NO2S (C2H7NO3S),,,formulating biomass components and curating bile acid metabolism,6/10/15
1265,m90180,replace,cpd_composition,C24H40O4,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1266,m90184,replace,cpd_composition,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1267,m90185,replace,cpd_composition,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1268,m90186,replace,cpd_composition,C24H40O5+coa,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1269,m90196,replace,cpd_composition,C24H40O4+coa,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1270,m90197,replace,cpd_composition,C24H40O4+taurine,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1271,m90198,replace,cpd_composition,C45H74N7O19P3S,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1272,m00745,replace,cpd_name,deoxycholic acid,"3alpha,12alpha-dihydroxy-5beta-cholanate[c]",,,formulating biomass components and curating bile acid metabolism,6/10/15
1273,m01435,replace,cpd_name,chenodeoxycholic acid,chenodiol[c],,,formulating biomass components and curating bile acid metabolism,6/10/15
1274,m90166,replace,cpd_name,alpha-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1275,m90167,replace,cpd_name,7-keto muricholic intermediate,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1276,m90168,replace,cpd_name,beta-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1277,m90169,replace,cpd_name,dehydrocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1278,m90170,replace,cpd_name,tauro-alpha-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1279,m90171,replace,cpd_name,omega-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1280,m90172,replace,cpd_name,taurohyocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1281,m90173,replace,cpd_name,glycohyocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1282,m90174,replace,cpd_name,glycohyodeoxycholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1283,m90175,replace,cpd_name,glycodehydrocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1284,m90177,replace,cpd_name,hyocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1285,m90178,replace,cpd_name,tauro-omega-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1286,m90179,replace,cpd_name,tauro-beta-muricholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1287,m90180,replace,cpd_name,murideoxycholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1288,m90181,replace,cpd_name,taurodehydrocholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1289,m90182,replace,cpd_name,alpha-muricholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1290,m90183,replace,cpd_name,beta-muricholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
